hi everybody my name is Jim Clark uh I (start: 6.798, duration: 5.719)
going to be a huge change and in fact it (start: 1104.798, duration: 5.321)
turned out to be an unnoticeable change (start: 1107.640, duration: 4.278)
that was a surprise to (start: 1110.119, duration: 3.438)
me (start: 1111.918, duration: 6.600)
y um so the other mental shift that (start: 1113.558, duration: 7.160)
you&#39;re going to have to make in order to (start: 1118.520, duration: 3.759)
in order to understand this is there is (start: 1120.719, duration: 4.760)
a transition here from layers to graphs (start: 1122.280, duration: 5.360)
so as we said earlier a couple slides (start: 1125.479, duration: 4.439)
ago when you do a Docker build you are (start: 1127.640, duration: 3.839)
running a set of instructions and (start: 1129.918, duration: 3.801)
producing a producing a set of layers (start: 1131.479, duration: 3.880)
when you&#39;re doing a NYX build you are (start: 1133.719, duration: 3.438)
fullon producing a (start: 1135.359, duration: 4.280)
graph the they are they there&#39;s just a (start: 1137.159, duration: 5.201)
very different underlying construct is (start: 1139.640, duration: 4.679)
this a problem (start: 1142.359, duration: 4.559)
well well it&#39;s also closer to what a (start: 1144.319, duration: 4.280)
developer normally does when you start (start: 1146.918, duration: 3.841)
to compose code right that modularity (start: 1148.599, duration: 3.559)
question from the beginning right you (start: 1150.760, duration: 3.960)
want to grab all these like buckets of (start: 1152.159, duration: 4.721)
wisdom Snippets of wisdom right the (start: 1154.719, duration: 4.360)
error issues that someone has fixed up (start: 1156.880, duration: 3.799)
streams some librar something that&#39;s (start: 1159.079, duration: 3.959)
reusable you grab it from Here There and (start: 1160.678, duration: 4.401)
Everywhere maybe it&#39;s something that my (start: 1163.038, duration: 4.201)
organization puts out as a policy maybe (start: 1165.079, duration: 3.799)
it&#39;s something that Upstream does maybe (start: 1167.239, duration: 3.319)
it&#39;s something some other library that I (start: 1168.880, duration: 3.279)
wrote some other department wrote right (start: 1170.558, duration: 4.080)
you want to pull all these pieces in and (start: 1172.159, duration: 4.361)
again this looks far more like the (start: 1174.640, duration: 4.480)
standard programming model of hey I pull (start: 1176.520, duration: 4.599)
in libraries that are useful to me that (start: 1179.119, duration: 3.960)
are necessary right we&#39;re just kind of (start: 1181.119, duration: 3.720)
taking that similar model rather than (start: 1183.079, duration: 4.159)
only saying hey this Library can only be (start: 1184.839, duration: 4.400)
stacked under this library and that one (start: 1187.239, duration: 3.519)
right I pull the ones in that I need (start: 1189.239, duration: 2.678)
that brings in the wisdom and (start: 1190.760, duration: 3.398)
functionality that I need encoded in (start: 1191.918, duration: 4.239)
those locations yeah I mean sometimes I (start: 1194.159, duration: 3.680)
think in terms of stacks like every so (start: 1196.159, duration: 3.519)
often I look at a a thing a set of (start: 1197.839, duration: 3.680)
layers and it like makes this model in (start: 1199.678, duration: 3.480)
my head I go oh yeah that&#39;s the stack (start: 1201.520, duration: 3.158)
that I&#39;m running on but when I think (start: 1203.159, duration: 3.280)
about the actual program I often think (start: 1204.678, duration: 4.040)
about the dependency graph that that (start: 1206.439, duration: 4.238)
supports that so I I sort of feel like I (start: 1208.719, duration: 3.838)
I in in practice think of think of this (start: 1210.678, duration: 3.921)
in two different ways and they both have (start: 1212.558, duration: 4.080)
their uses (start: 1214.599, duration: 4.400)
yeah all right and how do we manage this (start: 1216.640, duration: 4.679)
graph right this graph is obviously more (start: 1219.000, duration: 5.199)
complicated than a set of layers and so (start: 1221.319, duration: 5.320)
uh one thing that we are looking at is (start: 1224.199, duration: 4.119)
well hey we talked about that multi (start: 1226.640, duration: 3.480)
stage build right how do we take that (start: 1228.319, duration: 3.479)
graph the set of things that you have (start: 1230.119, duration: 4.199)
and then carve out of it only the things (start: 1231.798, duration: 4.040)
you need at runtime because very often (start: 1234.319, duration: 3.358)
the context you need a build time is far (start: 1235.839, duration: 4.480)
bigger right and I want to pull that out (start: 1237.678, duration: 4.239)
copy that out and that&#39;s essentially the (start: 1240.319, duration: 3.719)
beginnings of exactly that best practice (start: 1241.918, duration: 4.040)
of don&#39;t bring all your build (start: 1244.038, duration: 4.321)
environment with you into prod right (start: 1245.959, duration: 4.440)
just bring what you need for runtime (start: 1248.359, duration: 4.239)
right and is this and one question here (start: 1250.400, duration: 6.519)
is how hard is this so when we when we (start: 1252.599, duration: 7.000)
decide to do a build our tool constructs (start: 1256.918, duration: 4.841)
a build graph for us when we decide to (start: 1259.599, duration: 5.159)
copy a runtime over how easy is it for (start: 1261.760, duration: 6.760)
us to to ask our tools to go give me the (start: 1264.760, duration: 6.599)
smallest graph that I need so that I can (start: 1268.520, duration: 4.519)
copy it over there is that an easy thing (start: 1271.359, duration: 4.039)
or is that a hard thing and that&#39;s one (start: 1273.038, duration: 3.801)
of the things that NYX provides is (start: 1275.400, duration: 3.480)
basically you get this for free right (start: 1276.839, duration: 5.800)
that&#39;s one you know one outcome that you (start: 1278.880, duration: 5.719)
get and this leads to something (start: 1282.640, duration: 4.960)
interesting uh so because we have that (start: 1284.599, duration: 4.599)
kind of book book keeping of all those (start: 1287.599, duration: 3.279)
inputs right the inputs that function of (start: 1289.199, duration: 3.838)
input and out because you do really good (start: 1290.880, duration: 3.918)
bookkeeping of that and then because you (start: 1293.038, duration: 3.401)
give all of those things really precise (start: 1294.798, duration: 3.801)
names right those names are going to be (start: 1296.439, duration: 4.079)
basically including the hash of all the (start: 1298.599, duration: 4.360)
things that it took to create them now (start: 1300.520, duration: 5.199)
we&#39;ve got naming which allows me to do (start: 1302.959, duration: 4.598)
caching right those two those are two of (start: 1305.719, duration: 3.838)
the Cs problems that we have right the (start: 1307.558, duration: 4.080)
last one&#39;s off by one errors but now (start: 1309.558, duration: 4.480)
that we&#39;ve solve them now you get a (start: 1311.640, duration: 4.440)
really powerful capability where we can (start: 1314.038, duration: 4.841)
start to pull in uh caching Behavior (start: 1316.079, duration: 4.119)
where otherwise it was either difficult (start: 1318.880, duration: 3.398)
to do or I can share with a team or I (start: 1320.199, duration: 4.039)
can share with an organization and to do (start: 1322.279, duration: 4.201)
so safely right caching and validation (start: 1324.239, duration: 5.400)
is always an issue but if that is no (start: 1326.479, duration: 5.400)
longer a problem what are the (start: 1329.640, duration: 5.199)
possibilities yeah yeah exact and I mean (start: 1331.880, duration: 5.239)
back to this abstraction at the bottom (start: 1334.839, duration: 5.519)
here if I know the inputs and the inputs (start: 1337.119, duration: 5.400)
don&#39;t change and I get the same output I (start: 1340.359, duration: 4.719)
have a strategy for what for how caching (start: 1342.520, duration: 6.719)
should be and this is like in some ways (start: 1345.079, duration: 6.198)
the the fact that NYX is constantly (start: 1349.239, duration: 5.439)
pushing me to to Define this is one of (start: 1351.279, duration: 5.560)
the things that I like the best about it (start: 1354.678, duration: 3.960)
and kind of one of the things that is (start: 1356.839, duration: 5.039)
sort of like the hardest so earlier when (start: 1358.640, duration: 5.800)
I said it was really easy to get used to (start: 1361.880, duration: 5.199)
not having the FHS standard it&#39;s (start: 1364.439, duration: 5.839)
actually really hard to get used to the (start: 1367.079, duration: 5.519)
fact that NYX is constantly pushing me (start: 1370.279, duration: 4.639)
to really be clear about what my inputs (start: 1372.599, duration: 5.439)
are because I&#39;ve gotten lazy and in fact (start: 1374.918, duration: 4.760)
fact sometimes I think I know what my (start: 1378.038, duration: 3.440)
inputs are and then I actually do the (start: 1379.678, duration: 3.401)
build and I go I did not know what my (start: 1381.479, duration: 4.798)
inputs were and it&#39;s so it&#39;s it&#39;s (start: 1383.079, duration: 5.000)
putting that front and center and in the (start: 1386.279, duration: 4.080)
end I mean I&#39;m getting some I I get (start: 1388.079, duration: 4.198)
somewhere where I&#39;ve I have isolated (start: 1390.359, duration: 3.319)
this but it&#39;s like running this little (start: 1392.279, duration: 3.921)
experiment over and over again making (start: 1393.678, duration: 5.119)
sure that my in my inputs are producing (start: 1396.199, duration: 4.559)
the this output reliably and and (start: 1398.798, duration: 3.680)
consistently and I&#39;m doing that at build (start: 1400.760, duration: 3.359)
time and I&#39;m doing that (start: 1402.479, duration: 3.920)
continuously and and why do we do this (start: 1404.119, duration: 4.280)
right because I&#39;ve often found if you (start: 1406.400, duration: 3.720)
don&#39;t do something like this you will (start: 1408.400, duration: 3.680)
inevitably pay for it it might speed (start: 1410.119, duration: 5.280)
something up day one but day 10 day 100 (start: 1412.079, duration: 5.320)
you will end up paying for if there&#39;s (start: 1415.400, duration: 3.319)
something that you didn&#39;t track you (start: 1417.400, duration: 2.720)
didn&#39;t know that you depended on (start: 1418.719, duration: 3.680)
something there was some remote resource (start: 1420.119, duration: 4.919)
some service some random like you know (start: 1422.400, duration: 4.119)
corporate resource that you needed to (start: 1425.038, duration: 2.841)
access and if you didn&#39;t track it you (start: 1426.520, duration: 3.680)
didn&#39;t know that it was there it almost (start: 1427.880, duration: 4.960)
always comes back to bite you and so uh (start: 1430.199, duration: 5.519)
dealing with it upfront is an investment (start: 1432.839, duration: 7.039)
again but it&#39;s worthwhile (start: 1435.719, duration: 4.159)
okay so here&#39;s what we what we did in (start: 1440.359, duration: 3.519)
order to try to like Bridge these two (start: 1442.239, duration: 3.640)
worlds and make it really easy to start (start: 1443.880, duration: 4.639)
with NYX and have a a path towards (start: 1445.880, duration: 4.480)
building uh working in the docker (start: 1448.520, duration: 4.199)
ecosystem with it um so I&#39;m going to (start: 1450.359, duration: 3.880)
explain this this (start: 1452.719, duration: 4.198)
approach and just want to highlight that (start: 1454.239, duration: 4.000)
one of the things we tried to do with (start: 1456.918, duration: 2.921)
this is just use Docker file best (start: 1458.239, duration: 3.880)
practices so we went we went through and (start: 1459.839, duration: 4.519)
we we made sure that we are looking at (start: 1462.119, duration: 4.039)
build contexts appropriately running (start: 1464.359, duration: 4.079)
with do Docker ignores using multi-stage (start: 1466.159, duration: 4.600)
builds having like very carefully (start: 1468.439, duration: 5.039)
crafted run statements and we&#39;ve come up (start: 1470.760, duration: 5.679)
with a uh a Docker file that represents (start: 1473.479, duration: 5.639)
these these best practices and um and (start: 1476.439, duration: 6.039)
uses Nicks and this Docker file supports (start: 1479.119, duration: 6.239)
a bunch of applications and uh we we (start: 1482.479, duration: 4.880)
we&#39;ve we&#39;ve got sample applications that (start: 1485.359, duration: 5.280)
we can we can uh let everyone look at we (start: 1487.359, duration: 5.519)
tried to have a fairly diverse set of (start: 1490.640, duration: 5.000)
TCH Stacks here and we also tried to use (start: 1492.880, duration: 4.840)
a diverse set of different package e (start: 1495.640, duration: 4.239)
ecosystems to make sure that what we&#39;re (start: 1497.719, duration: 4.880)
trying to do here is actually you know (start: 1499.880, duration: 5.360)
working across a diverse set of (start: 1502.599, duration: 5.318)
applications so let me explain a little (start: 1505.239, duration: 4.480)
bit what the what the shim actually (start: 1507.918, duration: 5.239)
actually does and one of the highlights (start: 1509.719, duration: 4.519)
or one of the the things that&#39;s (start: 1513.159, duration: 2.519)
interesting about it is we&#39;ve stopped (start: 1514.239, duration: 3.240)
using base (start: 1515.678, duration: 5.281)
images so of course we bootstrap the (start: 1517.479, duration: 6.039)
process um at the at there at the (start: 1520.959, duration: 5.959)
beginning but going back to that idea of (start: 1523.520, duration: 5.840)
using of building the graph once we&#39;ve (start: 1526.918, duration: 5.480)
built the graph we just copy that over (start: 1529.359, duration: 5.000)
into our final image and the final image (start: 1532.399, duration: 3.440)
is always (start: 1534.359, duration: 4.840)
scratch so you don&#39;t see so this (start: 1535.839, duration: 6.159)
particular this particular methodology (start: 1539.199, duration: 5.400)
doesn&#39;t actually use base (start: 1542.000, duration: 6.440)
images the build itself starts by (start: 1544.599, duration: 5.519)
Computing what is the build time graph (start: 1548.439, duration: 3.759)
that you need and pulls that (start: 1550.119, duration: 5.678)
in step two it runs the (start: 1552.199, duration: 6.598)
build step three it computes a minimal (start: 1555.798, duration: 5.721)
runtime graph and step four it (start: 1558.798, duration: 6.160)
constructs an sbom from that graph so it (start: 1561.520, duration: 5.679)
it constructs that it it looks at the (start: 1564.959, duration: 3.920)
runtime that you&#39;ve built and the build (start: 1567.199, duration: 3.959)
time and Records all of the packages (start: 1568.880, duration: 5.239)
that that have gone in as a as an esbb (start: 1571.159, duration: 5.239)
so if we take a take a look at that (start: 1574.119, duration: 3.880)
break that down a little bit this is (start: 1576.399, duration: 3.000)
kind of the most (start: 1578.000, duration: 5.039)
interesting statement in the the if oh (start: 1579.399, duration: 5.400)
yeah the this is this is the kind of the (start: 1583.038, duration: 2.960)
most interesting statement in this whole (start: 1584.798, duration: 3.321)
Docker file because (start: 1586.000, duration: 5.639)
the Highlight here is that the Nyx is a (start: 1588.119, duration: 4.400)
graph (start: 1591.640, duration: 4.119)
database and so what I do right at the (start: 1592.520, duration: 5.480)
end of the build is I query that graph (start: 1595.760, duration: 5.399)
database for my runtime and that&#39;s all (start: 1598.000, duration: 6.199)
I&#39;m doing right there is I&#39;m I&#39;m asking (start: 1601.159, duration: 5.841)
I&#39;m asking NYX for the minimal runtime (start: 1604.199, duration: 4.679)
so that I have that and I can copy it to (start: 1607.000, duration: 4.039)
the next to the next stage so that qu (start: 1608.880, duration: 4.360)
that answer to the question is this easy (start: 1611.038, duration: 5.639)
it is easy it doesn&#39;t have it doesn&#39;t (start: 1613.239, duration: 4.919)
have any (start: 1616.678, duration: 4.160)
language specific technology specific or (start: 1618.159, duration: 5.801)
package ecosystem specific work in it (start: 1620.839, duration: 5.039)
it&#39;s just one line and it&#39;s always the (start: 1623.959, duration: 5.159)
same because again we you letting it (start: 1625.880, duration: 4.678)
we&#39;re letting the software do the work (start: 1629.119, duration: 4.199)
here NYX is is is has already a graph (start: 1630.558, duration: 5.000)
database so let&#39;s just query it you have (start: 1633.319, duration: 3.200)
something there that&#39;s doing the (start: 1635.558, duration: 2.720)
bookkeeping for you right that (start: 1636.520, duration: 4.000)
bookkeeping helps you do this safely so (start: 1638.279, duration: 4.201)
again it tracks it you don&#39;t have to (start: 1640.520, duration: 3.720)
track it humans are really bad at (start: 1642.479, duration: 3.918)
keeping track of what you need what you (start: 1644.239, duration: 4.039)
don&#39;t need how to allocate it how to (start: 1646.399, duration: 3.440)
deallocate it uh whether those (start: 1648.279, duration: 3.519)
references are still alive or dead (start: 1649.839, duration: 3.719)
doesn&#39;t sound like something humans tend (start: 1651.798, duration: 3.081)
to be good at in fact those are the (start: 1653.558, duration: 3.720)
things that tend to lead towards (start: 1654.880, duration: 4.480)
vulnerabilities this next line um (start: 1657.279, duration: 4.080)
generates an s bomb from that runtime (start: 1659.359, duration: 5.519)
graph um so we we want to make that as (start: 1661.359, duration: 7.039)
declarative as possible and uh finally (start: 1664.880, duration: 7.278)
we copy the contents into into our into (start: 1668.399, duration: 5.880)
our final image um that&#39;s probably (start: 1672.159, duration: 5.681)
pretty obvious I want to highlight that (start: 1674.279, duration: 5.480)
like let&#39;s make sure that we&#39;re using (start: 1677.839, duration: 3.759)
buildkit appropriately here let&#39;s make (start: 1679.760, duration: 3.599)
sure we&#39;re using Docker appropriately so (start: 1681.599, duration: 3.959)
let&#39;s always set up our cache mounting (start: 1683.359, duration: 4.400)
correctly so that our our builds this is (start: 1685.558, duration: 5.239)
going to be 95% speed up on on anytime (start: 1687.760, duration: 6.039)
you do more than one build um we also (start: 1690.798, duration: 5.681)
are in the next line we&#39;re setting up to (start: 1693.798, duration: 5.160)
use your build context (start: 1696.479, duration: 4.400)
appropriately often you don&#39;t know (start: 1698.959, duration: 3.759)
whether your build context can be read (start: 1700.880, duration: 4.840)
only with NYX your build context can (start: 1702.719, duration: 6.360)
100% of the time be be read only um so (start: 1705.719, duration: 5.280)
this is always safe to do notice there&#39;s (start: 1709.079, duration: 4.598)
never there&#39;s no copy statements build (start: 1711.000, duration: 4.480)
copying your source code into this into (start: 1713.678, duration: 3.921)
this build stage we just Mount the build (start: 1715.479, duration: 6.239)
context directly and finally it&#39;s kind (start: 1717.599, duration: 7.599)
of an an interesting thing that NYX like (start: 1721.719, duration: 5.480)
we said it&#39;s insanely cachable so that (start: 1725.199, duration: 4.920)
we we can set this up so that our (start: 1727.199, duration: 5.839)
private packages are always shared in a (start: 1730.119, duration: 4.760)
local network so if you&#39;re two people (start: 1733.038, duration: 3.401)
are doing the same build with the same (start: 1734.880, duration: 3.200)
inputs and some someone&#39;s already done (start: 1736.439, duration: 4.159)
it you can grab it this cache is this (start: 1738.079, duration: 4.318)
cach is meant to be something simple (start: 1740.599, duration: 4.840)
like an S3 bucket or SSH or something (start: 1742.399, duration: 4.040)
like (start: 1745.439, duration: 2.959)
that (start: 1746.439, duration: 4.199)
yep um and I think like the important (start: 1748.399, duration: 4.280)
thing about this this idea is it&#39;s just (start: 1750.640, duration: 3.398)
regular Docker build so we&#39;re not (start: 1752.678, duration: 3.599)
changing anything here you just run you (start: 1754.038, duration: 4.639)
just run a Docker file with Docker build (start: 1756.279, duration: 4.000)
um if you want to store your sbom (start: 1758.678, duration: 4.119)
attestations maybe you have a few extra (start: 1760.279, duration: 4.801)
buildkit Flags there to store to store (start: 1762.798, duration: 5.681)
that attestation and just a little like (start: 1765.079, duration: 5.159)
hint towards what we&#39;re what we&#39;re kind (start: 1768.479, duration: 4.719)
of looking at here um if you&#39;re if the (start: 1770.239, duration: 5.519)
docker file is always the same for every (start: 1773.199, duration: 4.760)
pro project then maybe we just don&#39;t (start: 1775.760, duration: 3.480)
pass (start: 1777.959, duration: 4.439)
it maybe we just put that right into (start: 1779.239, duration: 6.158)
Docker and with better buildkit and Nyx (start: 1782.399, duration: 4.960)
integration right you can actually make (start: 1785.399, duration: 3.279)
these things so that you don&#39;t have to (start: 1787.359, duration: 3.240)
repeat yourself so much you can inherit (start: 1788.678, duration: 4.000)
those wisdom wherever it comes um there (start: 1790.599, duration: 4.360)
was a talk earlier today about exactly (start: 1792.678, duration: 4.119)
this same thing and so we think this is (start: 1794.959, duration: 3.519)
a rich ecosystem here where we can (start: 1796.798, duration: 3.520)
figure out what is the best way to (start: 1798.479, duration: 4.639)
incorporate this and right uh end up (start: 1800.319, duration: 5.320)
with results that we (start: 1803.119, duration: 6.278)
want okay so some results um build time (start: 1805.640, duration: 7.919)
versus runtime graph the ideally here (start: 1809.399, duration: 7.361)
what you&#39;re going to see is that there (start: 1813.558, duration: 5.801)
when you when you have a large build (start: 1816.760, duration: 5.320)
time and a small run time you&#39;re going (start: 1819.359, duration: 4.119)
to see a big difference in your final (start: 1822.079, duration: 3.400)
images and so we just wanted to go (start: 1823.479, duration: 4.078)
through a couple like standard apps and (start: 1825.479, duration: 3.799)
just show you the difference between how (start: 1827.558, duration: 4.599)
many packages that&#39;s the that&#39;s the the (start: 1829.279, duration: 4.721)
blue line or the the line that tends to (start: 1832.159, duration: 4.201)
be long how many packages are in your (start: 1834.000, duration: 4.119)
build time and are necessary to do that (start: 1836.359, duration: 4.119)
and how many are in your runtime and (start: 1838.119, duration: 4.278)
this is all these are all reductions in (start: 1840.479, duration: 3.519)
packages that you just sort of get for (start: 1842.399, duration: 3.440)
free this just this just sort of like (start: 1844.000, duration: 5.519)
pops out of using this pattern yeah and (start: 1845.839, duration: 5.839)
so we can dig into a few other examples (start: 1849.519, duration: 3.680)
where hey for a node application (start: 1851.678, duration: 3.200)
something is now you know smaller we (start: 1853.199, duration: 3.319)
have smaller packages right there&#39;s less (start: 1854.880, duration: 3.678)
stuff now to audit there&#39;s less stuff to (start: 1856.519, duration: 3.921)
keep track of that tends to be a good (start: 1858.558, duration: 3.161)
thing right there&#39;s less perhaps less (start: 1860.439, duration: 3.118)
paperwork I got to do less compliance I (start: 1861.719, duration: 3.559)
have to do right less times I have to be (start: 1863.558, duration: 3.720)
aware of like false alarms and we&#39;re not (start: 1865.279, duration: 4.321)
paying like a huge cost for this right (start: 1867.279, duration: 4.119)
in fact this is a huge benefit it gets (start: 1869.599, duration: 3.599)
rid of the the sort of tedious work I (start: 1871.399, duration: 4.321)
don&#39;t want to do another example here is (start: 1873.199, duration: 4.280)
in the golang world okay again we can (start: 1875.719, duration: 3.438)
start to trim out these containers we (start: 1877.479, duration: 4.039)
can make them smaller uh rebuild time on (start: 1879.159, duration: 3.720)
this one kind of suffered a little bit (start: 1881.519, duration: 2.601)
but these are things that we&#39;re working (start: 1882.880, duration: 3.359)
on right um flx is trying to figure this (start: 1884.119, duration: 4.639)
out on how do I correct Al reuse the go (start: 1886.239, duration: 5.278)
go go mod cache in a way to make it that (start: 1888.760, duration: 4.519)
uh we get the same or better rebuild (start: 1891.519, duration: 3.801)
times take a look at the packages right (start: 1893.279, duration: 4.000)
go is famous for you know compiling down (start: 1895.319, duration: 3.719)
all your everything into one thing well (start: 1897.279, duration: 4.119)
and that&#39;s awesome like we we need this (start: 1899.038, duration: 4.201)
and let&#39;s actually get rid of all the (start: 1901.399, duration: 3.081)
other things in your containers that you (start: 1903.239, duration: 4.318)
don&#39;t need um so that comes up often and (start: 1904.479, duration: 5.318)
think about how many uh false alarms on (start: 1907.558, duration: 4.599)
those other uh 29 packages you&#39;re going (start: 1909.798, duration: 4.520)
to have to deal with when some uh you (start: 1912.159, duration: 3.960)
know some security tool says hey you (start: 1914.319, duration: 2.719)
have a problem there you&#39;re like we&#39;re (start: 1916.119, duration: 3.438)
not using it it&#39;s not in the runtime (start: 1917.038, duration: 5.160)
well the tool doesn&#39;t know that right or (start: 1919.558, duration: 4.160)
maybe it might guess that it is or might (start: 1922.199, duration: 3.479)
guess that it&#39;s not but be wh would to (start: 1923.719, duration: 4.280)
take care of that just remove it (start: 1925.678, duration: 5.480)
right uh here&#39;s a python right again how (start: 1928.000, duration: 5.840)
digging out a python application out of (start: 1931.159, duration: 5.321)
that build time environment is a often a (start: 1933.839, duration: 4.718)
very risky proposition imagine doing (start: 1936.479, duration: 4.239)
that for free right here if that (start: 1938.558, duration: 4.599)
Baseline image has you know 64 pieces of (start: 1940.719, duration: 4.239)
paperwork I got to figure out to kind of (start: 1943.159, duration: 3.680)
get my compliance all right now I only (start: 1944.959, duration: 4.000)
have too I&#39;ve probably saved myself a (start: 1946.839, duration: 4.519)
lot of (start: 1948.959, duration: 2.400)
time yeah so um you know we&#39;ve we&#39;ve (start: 1951.678, duration: 6.321)
kind of looked at this transition from (start: 1955.439, duration: 5.280)
layers to graphs um I think one (start: 1958.000, duration: 6.239)
interesting thing to to think about is (start: 1960.719, duration: 7.280)
what if every package was a (start: 1964.239, duration: 6.480)
layer yeah packages and layers right we (start: 1968.000, duration: 5.079)
saw earlier uh do Scout went into this (start: 1970.719, duration: 4.039)
of trying to tell like when did a (start: 1973.079, duration: 3.039)
package show up or when did a piece of (start: 1974.760, duration: 3.839)
software show up well let&#39;s kind of make (start: 1976.119, duration: 4.480)
this relationship a little bit closer (start: 1978.599, duration: 3.559)
layers and packages are kind of are (start: 1980.599, duration: 3.279)
trying to do the same thing and (start: 1982.159, duration: 4.000)
amazingly under the hood in Docker (start: 1983.880, duration: 4.678)
itself uh layers are independent like in (start: 1986.159, duration: 4.201)
containers right these are just content (start: 1988.558, duration: 3.720)
addressed like blobs and they&#39;re (start: 1990.359, duration: 3.678)
independent of each other except the (start: 1992.279, duration: 3.801)
only way you can often use them is by (start: 1994.038, duration: 5.360)
layering them one under the other and if (start: 1996.079, duration: 5.000)
we actually understand that each of (start: 1999.399, duration: 3.200)
these layers are independent right (start: 2001.079, duration: 2.680)
they&#39;re not going to conflict with each (start: 2002.599, duration: 3.198)
other we open up a lot of interesting (start: 2003.760, duration: 4.079)
possibilities right we now no longer (start: 2005.798, duration: 3.960)
maybe have uh no longer have that layer (start: 2007.839, duration: 3.799)
limitation we don&#39;t have to use overlay (start: 2009.760, duration: 3.559)
a Fest we can bind Mount things we can (start: 2011.639, duration: 3.361)
do things faster and in parallel we can (start: 2013.319, duration: 4.280)
get better sharing and reuse because now (start: 2015.000, duration: 3.880)
I could push these around because (start: 2017.599, duration: 3.559)
they&#39;re Conflict Free I don&#39;t have to be (start: 2018.880, duration: 5.519)
so methodically putting a b c d i could (start: 2021.159, duration: 5.040)
just get everything all at once and (start: 2024.399, duration: 4.159)
bring them all in in any order I see fit (start: 2026.199, duration: 4.479)
again because they&#39;re Conflict (start: 2028.558, duration: 4.079)
Free yeah I sort of think about it as (start: 2030.678, duration: 3.641)
you&#39;ve sort of changed the rules of the (start: 2032.639, duration: 5.280)
game a little bit because ultimately (start: 2034.319, duration: 6.959)
the we we have to think about layers in (start: 2037.918, duration: 5.841)
terms of order because one layer can (start: 2041.279, duration: 5.280)
always delete something and you have to (start: 2043.760, duration: 4.719)
apply them like that what what happens (start: 2046.558, duration: 4.559)
if that&#39;s impossible if all of your if (start: 2048.479, duration: 4.239)
all of your packages are fundamentally (start: 2051.118, duration: 3.440)
Conflict Free you&#39;ve just kind of (start: 2052.719, duration: 4.559)
changed the nature of how of the (start: 2054.560, duration: 4.159)
optimization you&#39;ve changed the rules of (start: 2057.280, duration: 2.200)
the (start: 2058.719, duration: 3.079)
game absolutely all right we&#39;re go into (start: 2059.479, duration: 4.399)
a little bit of demo to Showcase like (start: 2061.800, duration: 4.400)
what this is um so first off we&#39;re going (start: 2063.878, duration: 4.440)
to talk about this uh this shim that (start: 2066.199, duration: 3.678)
Docker file that encodes the best (start: 2068.320, duration: 5.559)
practices for us all right let&#39;s uh get (start: 2069.878, duration: 6.480)
this figured (start: 2073.878, duration: 2.480)
out all right so here we have an example (start: 2084.599, duration: 4.841)
this is one of uh uh docker&#39;s repos and (start: 2087.040, duration: 5.280)
cool we&#39;re going to uh try to uh run (start: 2089.439, duration: 5.119)
this (start: 2092.320, duration: 2.240)
thing using Bill kit it loads the (start: 2095.520, duration: 5.039)
context that it needs applies those best (start: 2098.439, duration: 4.280)
practices it runs it in this case looks (start: 2100.560, duration: 3.599)
like well it was cached already which is (start: 2102.719, duration: 3.079)
an awesome thing and now I don&#39;t have to (start: 2104.159, duration: 4.480)
worry about this so the application of (start: 2105.800, duration: 5.159)
the best practices was just done for me (start: 2108.639, duration: 3.559)
if we take a look at like what this (start: 2110.959, duration: 4.519)
looks like it&#39;s basically the each line (start: 2112.199, duration: 5.320)
of these things encodes one of the (start: 2115.479, duration: 4.879)
documented Docker file best practices so (start: 2117.520, duration: 4.119)
that&#39;s all we&#39;re just trying to Showcase (start: 2120.358, duration: 3.161)
here that this thing uh it works it (start: 2121.639, duration: 7.159)
works today and uh it&#39;s in use yeah (start: 2123.520, duration: 5.280)
awesome all right uh next thing I was (start: 2129.040, duration: 5.159)
going to Showcase (start: 2131.159, duration: 5.320)
is uh a little bit of I want to talk (start: 2134.199, duration: 4.440)
about uh some of these graphs some of (start: 2136.479, duration: 4.320)
these things that we can uh you know (start: 2138.639, duration: 5.360)
talk about and let&#39;s uh clear this out (start: 2140.800, duration: 4.679)
so let&#39;s say I got some kind of random (start: 2144.000, duration: 3.598)
project all right we&#39;re project raccoon (start: 2145.479, duration: 4.079)
I want to figure out uh what I&#39;m doing (start: 2147.599, duration: 4.640)
and we really really like uh something (start: 2149.560, duration: 5.960)
called cow except uh I don&#39;t have it (start: 2152.239, duration: 4.719)
anymore I don&#39;t have it right now like (start: 2155.520, duration: 2.440)
that kind of sucks that&#39;s that&#39;s (start: 2156.959, duration: 2.200)
annoying and maybe you have a different (start: 2157.959, duration: 2.480)
one and I have a different one and it (start: 2159.159, duration: 3.158)
requires all sorts of pearl things and I (start: 2160.439, duration: 3.918)
don&#39;t even know Pearl so how do I get (start: 2162.319, duration: 5.361)
cpan set up H that&#39;s annoying well what (start: 2164.358, duration: 5.160)
if I just kind of had this stuff as soon (start: 2167.679, duration: 4.280)
as I enter uh let&#39;s say project bunny I (start: 2169.520, duration: 4.280)
want to go into project bunny we have a (start: 2171.959, duration: 4.399)
very kind of uh critical uh thing we (start: 2173.800, duration: 6.000)
want to do we want Mobi to say bunny (start: 2176.358, duration: 6.000)
great well do I have C now all right (start: 2179.800, duration: 4.400)
cool now I have it all right but that&#39;s (start: 2182.358, duration: 4.201)
